step_number,epoch_number,training_loss
1,0,5.044968605041504
2,0,3.661041736602783
3,0,3.3521013259887695
4,0,3.1438775062561035
5,0,3.6012911796569824
6,0,2.9864659309387207
7,0,2.8129372596740723
8,0,2.8416898250579834
9,0,1.8728182315826416
10,0,2.058229446411133
11,0,2.337940216064453
12,0,2.1138603687286377
13,0,2.082890033721924
14,0,2.326010227203369
15,0,1.7448883056640625
16,0,1.8604557514190674
17,0,2.000730037689209
18,0,2.259997844696045
19,0,2.0623703002929688
20,0,2.2001707553863525
21,0,1.8523279428482056
22,0,2.1940345764160156
23,0,1.8008577823638916
24,0,2.1991958618164062
25,0,1.8815171718597412
26,0,2.05741286277771
27,0,1.9860684871673584
28,0,1.4222147464752197
29,0,2.054962635040283
30,0,1.9330451488494873
31,0,2.0372202396392822
32,0,1.8994828462600708
33,0,1.7530449628829956
34,0,1.6046541929244995
35,0,2.1241087913513184
36,0,1.9224001169204712
37,0,1.5695563554763794
38,0,1.7687088251113892
39,0,1.6730031967163086
40,0,1.7181445360183716
41,0,2.0280983448028564
42,0,1.904679536819458
43,0,1.5184967517852783
44,0,1.6316330432891846
45,0,1.742431640625
46,0,1.525566816329956
47,0,1.624018669128418
48,0,1.8743526935577393
49,0,1.921125888824463
50,0,1.9528661966323853
51,0,1.5979392528533936
52,0,1.3390471935272217
53,0,1.7701828479766846
54,0,1.43635094165802
55,0,1.6848936080932617
56,0,1.713332176208496
57,0,1.6097638607025146
58,0,1.304687261581421
59,0,1.4280052185058594
60,0,1.2413456439971924
61,0,1.5046706199645996
62,0,1.6988818645477295
63,0,1.6874785423278809
64,0,1.7986873388290405
65,0,1.752692461013794
66,0,1.6224706172943115
67,0,1.639641523361206
68,0,1.4517607688903809
69,0,1.634438157081604
70,0,1.7894967794418335
71,0,1.5030460357666016
72,0,1.4522514343261719
73,0,1.776329517364502
74,0,1.6759212017059326
75,0,1.9883105754852295
76,0,1.7571232318878174
77,0,1.4910844564437866
78,0,2.0123660564422607
79,0,1.6444034576416016
80,0,1.531153678894043
81,0,1.5090396404266357
82,0,1.7175753116607666
83,0,1.5828605890274048
84,0,1.6879096031188965
85,0,1.7684385776519775
86,0,1.7188142538070679
87,0,1.5295147895812988
88,0,1.2674212455749512
89,0,1.8648297786712646
90,0,1.6866278648376465
91,0,1.787160873413086
92,0,1.8118460178375244
93,0,1.2515861988067627
94,0,1.3195021152496338
95,0,1.2726699113845825
96,0,1.3160512447357178
97,0,1.4490870237350464
98,0,1.7026052474975586
99,0,1.5261666774749756
100,0,1.39239501953125
101,0,1.7169702053070068
102,0,1.3515897989273071
103,0,1.357131004333496
104,0,1.4546061754226685
105,0,1.3346776962280273
106,0,1.2397332191467285
107,0,1.4508347511291504
108,0,1.3118374347686768
109,0,1.5488673448562622
110,0,1.5663189888000488
111,0,1.3145498037338257
112,0,1.35952627658844
113,0,1.5331240892410278
114,0,1.5198304653167725
115,0,1.432039499282837
116,0,1.3550745248794556
117,0,1.8480134010314941
118,0,1.483544111251831
119,0,1.304728627204895
120,0,1.7112627029418945
121,0,1.4694817066192627
122,0,1.4771145582199097
123,0,1.3852977752685547
124,0,1.803278923034668
125,0,1.6552321910858154
126,0,1.4898611307144165
127,0,1.685595154762268
128,0,1.7754437923431396
129,0,1.5472025871276855
130,0,1.6602146625518799
131,0,1.586158275604248
132,0,1.463285207748413
133,0,1.2806771993637085
134,0,1.624402642250061
135,0,1.528538465499878
136,0,1.4857258796691895
137,0,1.5404653549194336
138,0,1.414933681488037
139,0,1.5416858196258545
140,0,1.346113920211792
141,0,1.5954420566558838
142,0,1.678248643875122
143,0,1.3227763175964355
144,0,1.4855942726135254
145,0,1.4171881675720215
146,0,1.5402698516845703
147,0,1.2603991031646729
148,0,1.5821548700332642
149,0,1.6501476764678955
150,0,1.307502269744873
151,0,1.4367218017578125
152,0,1.6197646856307983
153,0,1.3803761005401611
154,0,1.3425250053405762
155,0,1.3209316730499268
156,0,1.407688021659851
157,0,1.6795109510421753
158,0,1.3484153747558594
159,0,1.5279536247253418
160,0,1.515838623046875
161,0,1.2914806604385376
162,0,1.7726176977157593
163,0,1.3113148212432861
164,0,1.4558438062667847
165,0,1.4215471744537354
166,0,1.5428754091262817
167,0,1.4245414733886719
168,0,1.5742149353027344
169,0,1.620512843132019
170,0,1.5696022510528564
171,0,1.482178807258606
172,0,1.4136837720870972
173,0,1.7335660457611084
174,0,1.4122309684753418
175,0,1.5829739570617676
176,0,1.2892465591430664
177,0,1.6383955478668213
178,0,1.5710763931274414
179,0,1.42466402053833
180,0,1.286975383758545
181,0,1.4793589115142822
182,0,1.636643886566162
183,0,1.6690963506698608
184,0,1.5593620538711548
185,0,1.3490724563598633
186,0,1.4525213241577148
187,0,1.5216844081878662
188,0,1.6743196249008179
189,0,1.358064889907837
190,0,1.6130387783050537
191,0,1.3706772327423096
192,0,1.6422349214553833
193,0,1.3539254665374756
194,0,1.4513132572174072
195,0,1.1664392948150635
196,0,1.5205327272415161
197,0,1.4074883460998535
198,0,1.5755294561386108
199,0,1.3908544778823853
200,0,1.3631651401519775
201,0,1.0590364933013916
202,0,1.1726255416870117
203,0,1.3438031673431396
204,0,1.6271166801452637
205,0,1.4130274057388306
206,0,1.3338558673858643
207,0,1.440034031867981
208,0,1.5298688411712646
209,0,1.406297206878662
210,0,1.4877549409866333
211,0,1.4696578979492188
212,0,1.1997668743133545
213,0,1.675333023071289
214,0,1.3744999170303345
215,0,1.1853032112121582
216,0,1.420978307723999
217,0,1.5786876678466797
218,0,1.4124534130096436
219,0,1.1472549438476562
220,0,1.4366445541381836
221,0,1.5914006233215332
222,0,1.2973659038543701
223,0,1.2899422645568848
224,0,1.100512981414795
225,0,1.4634157419204712
226,0,1.454221487045288
227,0,1.5351152420043945
228,0,1.774613857269287
229,0,1.5707452297210693
230,0,1.634459376335144
231,0,1.4875962734222412
232,0,1.2847390174865723
233,0,1.5020115375518799
234,0,1.0471373796463013
235,0,1.5373919010162354
236,0,1.1171460151672363
237,0,1.3441147804260254
238,0,1.3332912921905518
239,0,1.2508294582366943
240,0,1.3048144578933716
241,0,1.3409463167190552
242,0,1.4148025512695312
243,0,1.237578272819519
244,0,1.3615429401397705
245,0,1.5411508083343506
246,0,1.2996206283569336
247,0,1.5063393115997314
248,0,1.2702137231826782
249,0,1.4452558755874634
250,0,1.4276005029678345
251,0,1.3706741333007812
252,0,1.4333477020263672
253,0,1.0043563842773438
254,0,1.2783722877502441
255,0,1.0751843452453613
256,0,1.2957258224487305
257,0,1.527174472808838
258,0,1.2292397022247314
259,0,1.079195261001587
260,0,1.3598277568817139
261,0,1.614503264427185
262,0,1.32383394241333
263,0,1.4683525562286377
264,0,1.3954957723617554
265,0,0.9928836226463318
266,0,1.1957392692565918
267,0,1.4575858116149902
268,0,1.376543641090393
269,0,1.3974809646606445
270,0,1.084070086479187
271,0,1.452970027923584
272,0,1.4892281293869019
273,0,1.402052640914917
274,0,1.2662363052368164
275,0,1.7339870929718018
276,0,1.4237360954284668
277,0,1.3367325067520142
278,0,1.2022640705108643
279,0,1.3838231563568115
280,0,1.3482134342193604
281,0,1.4233524799346924
282,0,1.2158288955688477
283,0,1.4275751113891602
284,0,1.3927533626556396
285,0,1.3485738039016724
286,0,1.3437697887420654
287,0,1.4404888153076172
288,0,1.263073205947876
289,0,1.4055390357971191
290,0,1.5812480449676514
291,0,1.3920036554336548
292,0,1.352001667022705
293,0,1.1952677965164185
294,0,1.3898093700408936
295,0,1.2293189764022827
296,0,1.382252812385559
297,0,1.2036243677139282
298,0,1.6507290601730347
299,0,1.3235102891921997
300,0,1.3658545017242432
301,0,1.381669282913208
302,0,1.2376734018325806
303,0,1.2017472982406616
304,0,1.1023023128509521
305,0,1.1374154090881348
306,0,1.0580713748931885
307,0,1.2816779613494873
308,0,1.5505467653274536
309,0,1.4482483863830566
310,0,1.5603845119476318
311,0,1.1538654565811157
312,0,1.1509674787521362
313,0,1.0994393825531006
314,0,1.5823032855987549
315,0,1.4062469005584717
316,0,1.3441917896270752
317,0,1.42493736743927
318,0,1.2995694875717163
319,0,1.2835298776626587
320,0,1.3448244333267212
321,0,1.16656494140625
322,0,1.3504035472869873
323,0,1.4439234733581543
324,0,1.5240228176116943
325,0,1.4569339752197266
326,0,1.2165321111679077
327,0,1.0408543348312378
328,0,1.2170114517211914
329,0,1.3137764930725098
330,0,1.2676684856414795
331,0,1.198225736618042
332,0,1.503798246383667
333,0,1.2281179428100586
334,0,1.121628999710083
335,0,1.4913973808288574
336,0,1.2635741233825684
337,0,1.5180222988128662
338,0,1.268716812133789
339,0,1.23125422000885
340,0,1.4081909656524658
341,0,1.4168692827224731
342,0,1.2433454990386963
343,0,1.0931648015975952
344,0,1.0722899436950684
345,0,1.5762850046157837
346,0,1.383897066116333
347,0,1.1142913103103638
348,0,1.5505541563034058
349,0,1.3453487157821655
350,0,1.4101060628890991
351,0,1.0132402181625366
352,0,1.1956541538238525
353,0,1.1622074842453003
354,0,1.2048327922821045
355,0,1.1873834133148193
356,0,1.2998249530792236
357,0,1.5149022340774536
358,0,1.2447452545166016
359,0,1.378438115119934
360,0,1.3179552555084229
361,0,1.3986345529556274
362,0,1.4168331623077393
363,0,1.3321731090545654
364,0,1.0174317359924316
365,0,1.4416394233703613
366,0,1.314161777496338
367,0,1.3085858821868896
368,0,1.2089184522628784
369,0,1.4356156587600708
370,0,1.3722761869430542
371,0,1.1813913583755493
372,0,1.275423526763916
373,0,0.9806507229804993
374,0,1.335700273513794
375,0,1.457101821899414
376,0,1.4681365489959717
377,0,1.2485768795013428
378,0,1.4760351181030273
379,0,1.0919204950332642
380,0,1.2240328788757324
381,0,1.6301332712173462
382,0,1.4262290000915527
383,0,1.1622941493988037
384,0,1.5558676719665527
385,0,1.4507801532745361
386,0,1.1018376350402832
387,0,1.3588230609893799
388,0,1.6469465494155884
389,0,1.1930960416793823
390,0,1.2926040887832642
391,0,1.3372504711151123
392,0,1.5896103382110596
393,0,1.3128619194030762
394,0,1.1914020776748657
395,0,1.389540195465088
396,0,0.9186017513275146
397,0,1.245969533920288
398,0,1.252690076828003
399,0,1.323489785194397
400,0,1.2386783361434937
401,0,1.1758246421813965
402,0,1.027543544769287
403,0,1.2876160144805908
404,0,1.2740460634231567
405,0,1.1795110702514648
406,0,1.1420667171478271
407,0,1.0927865505218506
408,0,1.309004306793213
409,0,1.3238654136657715
410,0,1.3079065084457397
411,0,1.195268154144287
412,0,1.0943377017974854
413,0,1.2027150392532349
414,0,1.1524593830108643
415,0,1.2847446203231812
416,0,1.3224536180496216
417,0,1.1014506816864014
418,0,1.079872727394104
419,0,0.9976530075073242
420,0,1.2411274909973145
421,0,0.9408762454986572
422,0,0.9882478713989258
423,0,0.9700816869735718
424,0,1.3095072507858276
425,0,1.1281161308288574
426,0,1.168809413909912
427,0,1.185694932937622
428,0,1.4668734073638916
429,0,0.9729301929473877
430,0,1.2219741344451904
431,0,1.1446561813354492
432,0,1.4183964729309082
433,0,1.068185567855835
434,0,1.3057658672332764
435,0,0.9420098066329956
436,0,1.1127526760101318
437,0,1.0864486694335938
438,0,1.2024688720703125
439,0,1.085073709487915
440,0,1.1210860013961792
441,0,1.1321030855178833
442,0,1.1301190853118896
443,0,1.0456428527832031
444,0,1.3585021495819092
445,0,1.2795448303222656
446,0,1.1800692081451416
447,0,1.4716649055480957
448,0,1.2289049625396729
449,0,1.1004221439361572
450,0,1.186049222946167
451,0,1.2934913635253906
452,0,1.2482130527496338
453,0,1.226983666419983
454,0,1.3821666240692139
455,0,1.1442424058914185
456,0,1.0371588468551636
457,0,1.4643023014068604
458,0,1.368950366973877
459,0,1.3772544860839844
460,0,1.0321804285049438
461,0,1.3679661750793457
462,0,1.167145013809204
463,0,1.2109215259552002
464,0,1.1832501888275146
465,0,1.3760778903961182
466,0,1.3291327953338623
467,0,1.2520480155944824
468,0,1.1027947664260864
469,0,0.9190331697463989
470,0,1.5514347553253174
471,0,0.8705766201019287
472,0,1.3480663299560547
473,0,1.0488935708999634
474,0,1.238079309463501
475,0,1.154465675354004
476,0,1.3449115753173828
477,0,1.224333643913269
478,0,1.2797174453735352
479,0,1.145020842552185
480,0,1.0962454080581665
481,0,1.1584163904190063
482,0,1.1117479801177979
483,0,1.2595350742340088
484,0,1.14158296585083
485,0,1.152165412902832
486,0,1.3501102924346924
487,0,1.299825668334961
488,0,1.246850609779358
489,0,0.9847001433372498
490,0,1.067230463027954
491,0,1.0768316984176636
492,0,1.2456557750701904
493,0,1.0921283960342407
494,0,1.3009653091430664
495,0,1.1511719226837158
496,0,0.8107117414474487
497,0,1.3892251253128052
498,0,1.2025442123413086
499,0,1.1855648756027222
500,0,1.2379099130630493
501,0,1.447869062423706
502,0,1.2301443815231323
503,0,1.0891048908233643
504,0,1.3054896593093872
505,0,1.4442338943481445
506,0,0.9951066970825195
507,0,1.1856043338775635
508,0,1.0223256349563599
509,0,1.2693657875061035
510,0,1.202781081199646
511,0,1.285226583480835
512,0,0.9262470006942749
513,0,1.1958258152008057
514,0,1.074633002281189
515,0,1.0613386631011963
516,0,1.0814372301101685
517,0,1.2007094621658325
518,0,1.3963720798492432
519,0,1.5397342443466187
520,0,1.2166268825531006
521,0,1.354851245880127
522,0,1.2086912393569946
523,0,1.4024118185043335
524,0,1.1590938568115234
525,0,1.1866083145141602
526,0,1.3394129276275635
527,0,1.253184199333191
528,0,0.9254754781723022
529,0,1.050517201423645
530,0,1.3052738904953003
531,0,1.2785398960113525
532,0,1.1044000387191772
533,0,1.014517903327942
534,0,1.1277990341186523
535,0,1.310586929321289
536,0,1.2188541889190674
537,0,1.215266466140747
538,0,1.2358031272888184
539,0,1.1850273609161377
540,0,1.1734439134597778
541,0,1.1808984279632568
542,0,1.1420015096664429
543,0,1.0981272459030151
544,0,1.2118456363677979
545,0,1.366958737373352
546,0,1.403762698173523
547,0,1.1758123636245728
548,0,1.269948959350586
549,0,1.149815559387207
550,0,1.1281181573867798
551,0,1.2894521951675415
552,0,0.9801844954490662
553,0,0.976479709148407
554,0,1.1301615238189697
555,0,1.2847872972488403
556,0,1.0727591514587402
557,0,1.359743356704712
558,0,0.916983962059021
559,0,1.2665460109710693
560,0,1.2419852018356323
561,0,1.196547031402588
562,0,1.1459178924560547
563,0,1.1164814233779907
564,0,1.054092526435852
565,0,0.9447477459907532
566,0,0.8837912082672119
567,0,1.347195029258728
568,0,1.0547465085983276
569,0,1.028982162475586
570,0,0.8864968419075012
571,0,0.9956952333450317
572,0,0.7628984451293945
573,0,0.9398189187049866
574,0,1.014655590057373
575,0,1.128117322921753
576,0,0.9320423603057861
577,0,1.2552525997161865
578,0,0.7977583408355713
579,0,1.3617300987243652
580,0,0.6699104309082031
581,0,1.3736941814422607
582,0,1.0355947017669678
583,0,1.150836706161499
584,0,1.3636362552642822
585,0,1.2830612659454346
586,0,1.2651705741882324
587,0,1.002648115158081
588,0,1.1929293870925903
589,0,1.2970715761184692
590,0,1.312468409538269
591,0,1.1394405364990234
592,0,0.9389731884002686
593,0,1.054181456565857
594,0,1.0903735160827637
595,0,1.1498597860336304
596,0,0.8304134607315063
597,0,1.2355992794036865
598,0,1.0193088054656982
599,0,1.0649585723876953
600,0,1.2209315299987793
601,0,0.7558690309524536
602,0,1.3546788692474365
603,0,0.818980872631073
604,0,1.1405408382415771
605,0,0.7409524917602539
606,0,1.378004789352417
607,0,0.9569002389907837
608,0,0.9350768327713013
609,0,1.0802991390228271
610,0,0.9324984550476074
611,0,0.8930109143257141
612,0,1.092750906944275
613,0,1.1322264671325684
614,0,1.3295152187347412
615,0,0.845261812210083
616,0,0.9826911091804504
617,0,0.9343624114990234
618,0,1.1362727880477905
619,0,1.095916748046875
620,0,1.0450489521026611
621,0,1.0313512086868286
622,0,0.8319527506828308
623,0,1.0413661003112793
624,0,0.974655270576477
625,0,1.3992021083831787
626,0,0.8934404253959656
627,0,0.8601459264755249
628,0,1.0395699739456177
629,0,1.2208664417266846
630,0,0.9548525810241699
631,0,0.8577855825424194
632,0,0.7863022089004517
633,0,0.7649894952774048
634,0,1.043166160583496
635,0,0.7333782315254211
636,0,1.3640496730804443
637,0,0.9307584166526794
638,0,1.2053440809249878
639,0,1.0223451852798462
640,0,0.9390260577201843
641,0,1.366591453552246
642,0,0.9162172675132751
643,0,0.9252578020095825
644,0,1.1082806587219238
645,0,1.212835669517517
646,0,0.8457875847816467
647,0,1.1327738761901855
648,0,1.0950464010238647
649,0,1.0158103704452515
650,0,1.1205559968948364
651,0,1.1771049499511719
652,0,1.1744576692581177
653,0,1.0171277523040771
654,0,1.1059573888778687
655,0,1.1383121013641357
656,0,1.0685484409332275
657,0,0.8102046847343445
658,0,1.1944340467453003
659,0,0.6212512254714966
660,0,0.8857758045196533
661,0,0.8787221312522888
662,0,1.0600954294204712
663,0,1.186888575553894
664,0,0.9253904223442078
665,0,1.1623095273971558
666,0,0.8324711918830872
667,0,1.1682261228561401
668,0,0.9024158120155334
669,0,0.9213869571685791
670,0,0.8109592199325562
671,0,0.9127346277236938
672,0,1.1260713338851929
673,0,0.9174506664276123
674,0,1.0825748443603516
675,0,1.0856428146362305
676,0,0.8041115999221802
677,0,0.9263091683387756
678,0,0.9654307961463928
679,0,0.9081277847290039
680,0,0.8995513319969177
681,0,0.8617850542068481
682,0,0.8212723731994629
683,0,0.8655479550361633
684,0,0.9984573125839233
685,0,0.9899208545684814
686,0,0.9492652416229248
687,0,1.2120692729949951
688,0,1.150644302368164
689,0,1.2757840156555176
690,0,0.6243120431900024
691,0,1.16374933719635
692,0,0.9763344526290894
693,0,1.4265196323394775
694,0,1.0732667446136475
695,0,0.865464448928833
696,0,1.0822091102600098
697,0,0.7975320816040039
698,0,1.2025035619735718
699,0,0.8864730596542358
700,0,0.8554847240447998
701,0,1.0595805644989014
702,0,1.099043846130371
703,0,1.0046987533569336
704,0,1.4531022310256958
705,0,1.2772777080535889
706,0,1.048269510269165
707,0,1.2467671632766724
708,0,1.103017807006836
709,0,1.1251237392425537
